Opportunity_ID,Year_Quarter,Snapshot_Date,Opportunity_Stage,Opportunity_Type,Opportunity_Annual_Amount,Opportunity_Created_Date,Opportunity_Close_Date,Opportunity_Product,Account_Electronic_Medical_Record_System,Account_Hospital_Type,Account_Fiscal_Year_End,Account_State,Account_Zip_Code,Account_Number_of_Hospitals ,Account_Number_of_Beds,Account_Number_of_Affiliated_Physicians,Account_Number_of_Employee,Account_Cash_on_Hand,Account_Total_Patient_Revenue,Account_Net_Patient_Revenue,Month,Year,Quarter,Opportunity_Annual_Amount_Prev_Quarter,Opportunity_Annual_Amount_Diff
0061K00000c31gX,2021Q2,2021-07-01,Stage 1 - Evaluating,New Business,500044.6751,2/1/2019,4/15/2022,Diversion Monitoring,Epic,Health System,,LA,70121.0,38.0,4009.0,6083.0,,113684137.0,17081084846.0,4656890148.0,6,2021,Q2,500044.6751,0.0
0061K00000c31gX,2021Q3,2021-10-01,Stage 1 - Evaluating,New Business,500044.6751,2/1/2019,4/15/2022,Diversion Monitoring,Epic,Health System,,LA,70121.0,38.0,4009.0,6083.0,,113684137.0,17081084846.0,4656890148.0,9,2021,Q3,500044.6751,0.0
0061K00000c31gX,2021Q4,2022-01-01,Stage 1 - Evaluating,New Business,500044.6751,2/1/2019,6/21/2022,Diversion Monitoring,Epic,Health System,,LA,70121.0,38.0,4009.0,6083.0,,113684137.0,17081084846.0,4656890148.0,12,2021,Q4,500044.6751,0.0
0061K00000c31gX,2022Q1,2022-04-01,Stage 1 - Evaluating,New Business,500044.6751,2/1/2019,6/21/2023,Diversion Monitoring,Epic,Health System,,LA,70121.0,38.0,4009.0,6083.0,,113684137.0,17081084846.0,4656890148.0,3,2022,Q1,500044.6751,0.0
0061K00000c31gX,2022Q2,2022-07-01,Stage 1 - Evaluating,New Business,500044.6751,2/1/2019,1/12/2023,Diversion Monitoring,Epic,Health System,,LA,70121.0,38.0,4009.0,6083.0,,113684137.0,17081084846.0,4656890148.0,6,2022,Q2,500044.6751,0.0
0061K00000c31gX,2022Q3,2022-10-01,Stage 1 - Evaluating,New Business,500044.6751,2/1/2019,1/12/2023,Diversion Monitoring,Epic,Health System,,LA,70121.0,38.0,4009.0,6083.0,,113684137.0,17081084846.0,4656890148.0,9,2022,Q3,500044.6751,0.0
0061K00000c31gX,2022Q4,2022-12-01,Closed Lost,New Business,500044.6751,2/1/2019,11/15/2022,Diversion Monitoring,Epic,Health System,,LA,70121.0,38.0,4009.0,6083.0,,113684137.0,17081084846.0,4656890148.0,11,2022,Q4,500044.6751,0.0
0061K00000c3D1V,2020Q3,2020-10-01,Stage 3 - Pricing,New Business,409106.1029,2/5/2019,12/16/2020,Compliance Analytics,Epic,Health System,,IL,61602.0,16.0,2074.0,3611.0,11594.0,2010921850.0,12173925432.0,3065396921.0,9,2020,Q3,,
0061K00000c3D1V,2020Q4,2021-01-01,Stage 3 - Pricing,New Business,900266.832,2/5/2019,5/26/2021,Compliance Analytics,Epic,Health System,,IL,61602.0,16.0,2074.0,3611.0,11594.0,2010921850.0,12173925432.0,3065396921.0,12,2020,Q4,409106.1029,491160.72910000006
0061K00000c3D1V,2021Q1,2021-04-01,Stage 3 - Pricing,New Business,448665.696,2/5/2019,7/1/2021,Compliance Analytics,Epic,Health System,,IL,61602.0,16.0,2074.0,3611.0,11594.0,2010921850.0,12173925432.0,3065396921.0,3,2021,Q1,900266.832,-451601.13600000006
0061K00000c3D1V,2021Q2,2021-07-01,Stage 3 - Pricing,New Business,448665.696,2/5/2019,9/1/2021,Compliance Analytics,Epic,Health System,,IL,61602.0,16.0,2074.0,3611.0,11594.0,2010921850.0,12173925432.0,3065396921.0,6,2021,Q2,448665.696,0.0
0061K00000c3D1V,2021Q3,2021-10-01,Stage 3 - Pricing,New Business,448665.696,2/5/2019,1/22/2022,Compliance Analytics,Epic,Health System,,IL,61602.0,16.0,2074.0,3611.0,11594.0,2010921850.0,12173925432.0,3065396921.0,9,2021,Q3,448665.696,0.0
0061K00000c3D1V,2021Q4,2022-01-01,Stage 3 - Pricing,New Business,448665.696,2/5/2019,5/22/2022,Compliance Analytics,Epic,Health System,,IL,61602.0,16.0,2074.0,3611.0,11594.0,2010921850.0,12173925432.0,3065396921.0,12,2021,Q4,448665.696,0.0
0061K00000c3D1V,2022Q1,2022-04-01,Stage 3 - Pricing,New Business,448665.696,2/5/2019,7/22/2022,Compliance Analytics,Epic,Health System,,IL,61602.0,16.0,2074.0,3611.0,11594.0,2010921850.0,12173925432.0,3065396921.0,3,2022,Q1,448665.696,0.0
0061K00000c3D1V,2022Q2,2022-07-01,Stage 3 - Pricing,New Business,297719.446,2/5/2019,10/28/2022,Compliance Analytics,Epic,Health System,,IL,61602.0,16.0,2074.0,3611.0,11594.0,2010921850.0,12173925432.0,3065396921.0,6,2022,Q2,448665.696,-150946.25
0061K00000c3D1V,2022Q3,2022-10-01,Stage 3 - Pricing,New Business,297719.446,2/5/2019,3/12/2023,Compliance Analytics,Epic,Health System,,IL,61602.0,16.0,2074.0,3611.0,11594.0,2010921850.0,12173925432.0,3065396921.0,9,2022,Q3,297719.446,0.0
0061K00000c3D1V,2022Q4,2023-01-01,Stage 3 - Pricing,New Business,297719.446,2/5/2019,4/12/2023,Compliance Analytics,Epic,Health System,,IL,61602.0,16.0,2074.0,3611.0,11594.0,2010921850.0,12173925432.0,3065396921.0,12,2022,Q4,297719.446,0.0
0061K00000c3D1V,2023Q1,2023-02-01,Closed Lost,New Business,297719.446,2/5/2019,1/26/2023,Compliance Analytics,Epic,Health System,,IL,61602.0,16.0,2074.0,3611.0,11594.0,2010921850.0,12173925432.0,3065396921.0,1,2023,Q1,297719.446,0.0
0061K00000c4njV,2020Q3,2020-10-01,Stage 2 - Scoping,New Business,824144.7029,3/1/2019,6/15/2021,Diversion Monitoring,Epic,Health System,,MO,63141.0,43.0,4816.0,6663.0,23378.0,159205691.0,21188380117.0,6505253582.0,9,2020,Q3,,
0061K00000c4njV,2020Q4,2021-01-01,Stage 2 - Scoping,New Business,824144.7029,3/1/2019,9/15/2022,Diversion Monitoring,Epic,Health System,,MO,63141.0,43.0,4816.0,6663.0,23378.0,159205691.0,21188380117.0,6505253582.0,12,2020,Q4,824144.7029,0.0
0061K00000c4njV,2021Q1,2021-04-01,Stage 3 - Pricing,New Business,642959.8603,3/1/2019,6/30/2021,Diversion Monitoring,Epic,Health System,,MO,63141.0,43.0,4816.0,6663.0,23378.0,159205691.0,21188380117.0,6505253582.0,3,2021,Q1,824144.7029,-181184.8426000001
0061K00000c4njV,2021Q2,2021-07-01,Stage 3 - Pricing,New Business,679499.9728,3/1/2019,10/30/2021,Diversion Monitoring,Epic,Health System,,MO,63141.0,43.0,4816.0,6663.0,23378.0,159205691.0,21188380117.0,6505253582.0,6,2021,Q2,642959.8603,36540.11250000005
0061K00000c4njV,2021Q3,2021-10-01,Stage 2 - Scoping,New Business,679499.9728,3/1/2019,2/27/2022,Diversion Monitoring,Epic,Health System,,MO,63141.0,43.0,4816.0,6663.0,23378.0,159205691.0,21188380117.0,6505253582.0,9,2021,Q3,679499.9728,0.0
0061K00000c4njV,2021Q4,2022-01-01,Stage 2 - Scoping,New Business,679499.9728,3/1/2019,7/27/2022,Diversion Monitoring,Epic,Health System,,MO,63141.0,43.0,4816.0,6663.0,23378.0,159205691.0,21188380117.0,6505253582.0,12,2021,Q4,679499.9728,0.0
0061K00000c4njV,2022Q1,2022-04-01,Stage 3 - Pricing,New Business,557190.0,3/1/2019,6/29/2022,Diversion Monitoring,Epic,Health System,,MO,63141.0,43.0,4816.0,6663.0,23378.0,159205691.0,21188380117.0,6505253582.0,3,2022,Q1,679499.9728,-122309.97279999999
0061K00000c4njV,2022Q2,2022-07-01,Stage 3 - Pricing,New Business,557189.9728,3/1/2019,10/27/2022,Diversion Monitoring,Epic,Health System,,MO,63141.0,43.0,4816.0,6663.0,23378.0,159205691.0,21188380117.0,6505253582.0,6,2022,Q2,557190.0,-0.027200000011362135
0061K00000c4njV,2022Q3,2022-10-01,Stage 3 - Pricing,New Business,478616.5067,3/1/2019,10/27/2022,Diversion Monitoring,Epic,Health System,,MO,63141.0,43.0,4816.0,6663.0,23378.0,159205691.0,21188380117.0,6505253582.0,9,2022,Q3,557189.9728,-78573.46609999996
0061K00000c4njV,2022Q4,2023-01-01,Stage 3 - Pricing,New Business,478616.5067,3/1/2019,2/28/2023,Diversion Monitoring,Epic,Health System,,MO,63141.0,43.0,4816.0,6663.0,23378.0,159205691.0,21188380117.0,6505253582.0,12,2022,Q4,478616.5067,0.0
0061K00000c4njV,2023Q1,2023-04-01,Stage 4 - Verbal / VOC,New Business,523803.9091,3/1/2019,6/30/2023,Diversion Monitoring,Epic,Health System,,MO,63141.0,43.0,4816.0,6663.0,23378.0,159205691.0,21188380117.0,6505253582.0,3,2023,Q1,478616.5067,45187.40239999996
0061K00000c4njV,2023Q2,2023-06-01,Closed Won,New Business,523803.9091,3/1/2019,5/18/2023,Diversion Monitoring,Epic,Health System,,MO,63141.0,43.0,4816.0,6663.0,23378.0,159205691.0,21188380117.0,6505253582.0,5,2023,Q2,523803.9091,0.0
0061K00000cONkF,2021Q1,2021-04-01,Stage 2 - Scoping,New Business,220120.6003,4/23/2019,9/30/2021,Privacy Monitoring,Epic,Health System,,VA,23502.0,14.0,2447.0,5561.0,,247939424.0,15867761277.0,4788053599.0,3,2021,Q1,,
0061K00000cONkF,2021Q2,2021-07-01,Stage 2 - Scoping,New Business,220120.6003,4/23/2019,2/16/2022,Privacy Monitoring,Epic,Health System,,VA,23502.0,14.0,2447.0,5561.0,,247939424.0,15867761277.0,4788053599.0,6,2021,Q2,220120.6003,0.0
0061K00000cONkF,2021Q3,2021-10-01,Stage 2 - Scoping,New Business,220120.6003,4/23/2019,4/16/2022,Privacy Monitoring,Epic,Health System,,VA,23502.0,14.0,2447.0,5561.0,,247939424.0,15867761277.0,4788053599.0,9,2021,Q3,220120.6003,0.0
0061K00000cONkF,2021Q4,2022-01-01,Stage 2 - Scoping,New Business,220120.6003,4/23/2019,4/16/2022,Privacy Monitoring,Epic,Health System,,VA,23502.0,14.0,2447.0,5561.0,,247939424.0,15867761277.0,4788053599.0,12,2021,Q4,220120.6003,0.0
0061K00000cONkF,2022Q1,2022-04-01,Stage 2 - Scoping,New Business,220120.6003,4/23/2019,11/16/2022,Privacy Monitoring,Epic,Health System,,VA,23502.0,14.0,2447.0,5561.0,,247939424.0,15867761277.0,4788053599.0,3,2022,Q1,220120.6003,0.0
0061K00000cONkF,2022Q2,2022-07-01,Stage 2 - Scoping,New Business,220120.6003,4/23/2019,11/16/2022,Privacy Monitoring,Epic,Health System,,VA,23502.0,14.0,2447.0,5561.0,,247939424.0,15867761277.0,4788053599.0,6,2022,Q2,220120.6003,0.0
0061K00000cONkF,2022Q3,2022-10-01,Stage 2 - Scoping,New Business,301185.5483,4/23/2019,3/12/2023,Privacy Monitoring,Epic,Health System,,VA,23502.0,14.0,2447.0,5561.0,,247939424.0,15867761277.0,4788053599.0,9,2022,Q3,220120.6003,81064.94800000003
0061K00000cONkF,2022Q4,2023-01-01,Stage 1 - Evaluating,New Business,301185.5483,4/23/2019,7/30/2023,Privacy Monitoring,Epic,Health System,,VA,23502.0,14.0,2447.0,5561.0,,247939424.0,15867761277.0,4788053599.0,12,2022,Q4,301185.5483,0.0
0061K00000cONkF,2023Q1,2023-03-01,Closed Lost,New Business,301185.5483,4/23/2019,2/1/2023,Privacy Monitoring,Epic,Health System,,VA,23502.0,14.0,2447.0,5561.0,,247939424.0,15867761277.0,4788053599.0,2,2023,Q1,301185.5483,0.0
0061K00000cP34B,2020Q3,2020-08-01,Closed Lost,New Business,191341.0301,4/30/2019,7/28/2020,Privacy Monitoring,Cerner,Health System,,IN,46804.0,9.0,1164.0,791.0,,-10197052.0,7154020500.0,1261084678.0,7,2020,Q3,,
0061K00000cP8i8,2020Q3,2020-10-01,Closed Won,New Business,376921.7213,5/1/2019,9/15/2020,Compliance Analytics,Epic,Short Term Acute Care Hospital,9/30/2023,MA,2118.0,2.0,440.0,2841.0,5674.0,139653000.0,3156241243.0,1194338042.0,9,2020,Q3,,
0061K00000cPETF,2020Q3,2020-08-01,Closed Won,Existing Business,94503.85434,5/2/2019,7/23/2020,Diversion Monitoring,Other,Health System,,PA,15601.0,,431.0,,2825.0,,,,7,2020,Q3,,
0061K00000cPvi8,2021Q1,2021-04-01,Stage 3 - Pricing,New Business,307818.936,5/13/2019,11/16/2021,Diversion Monitoring,Epic,Short Term Acute Care Hospital,12/31/2023,NY,10601.0,10.0,292.0,1054.0,3007.0,93375000.0,3329986132.0,884686060.0,3,2021,Q1,,
0061K00000cPvi8,2021Q2,2021-07-01,Stage 3 - Pricing,New Business,307818.936,5/13/2019,11/16/2021,Diversion Monitoring,Epic,Short Term Acute Care Hospital,12/31/2023,NY,10601.0,10.0,292.0,1054.0,3007.0,93375000.0,3329986132.0,884686060.0,6,2021,Q2,307818.936,0.0
0061K00000cPvi8,2021Q4,2022-01-01,Stage 3 - Pricing,New Business,310897.9951,5/13/2019,6/16/2022,Diversion Monitoring,Epic,Short Term Acute Care Hospital,12/31/2023,NY,10601.0,10.0,292.0,1054.0,3007.0,93375000.0,3329986132.0,884686060.0,12,2021,Q4,307818.936,3079.059100000013
0061K00000cPvi8,2022Q1,2022-03-01,Closed Lost,New Business,310897.9951,5/13/2019,2/11/2022,Diversion Monitoring,Epic,Short Term Acute Care Hospital,12/31/2023,NY,10601.0,10.0,292.0,1054.0,3007.0,93375000.0,3329986132.0,884686060.0,2,2022,Q1,310897.9951,0.0
0061K00000cPvqH,2020Q3,2020-10-01,Closed Lost,New Business,140841.6773,5/13/2019,9/30/2020,Diversion Monitoring,Epic,Health System,,FL,32256.0,2.0,336.0,1340.0,,4425.0,2549306153.0,962736304.0,9,2020,Q3,,
0061K00000cPwpK,2020Q3,2020-10-01,Stage 1 - Evaluating,New Business,124274.6791,5/13/2019,3/31/2021,Privacy Monitoring,Meditech,Short Term Acute Care Hospital,6/30/2023,PA,16001.0,5.0,273.0,583.0,,13534292.0,1163293746.0,284978597.0,9,2020,Q3,,
0061K00000cPwpK,2020Q4,2021-01-01,Stage 1 - Evaluating,New Business,124274.6791,5/13/2019,9/30/2021,Privacy Monitoring,Meditech,Short Term Acute Care Hospital,6/30/2023,PA,16001.0,5.0,273.0,583.0,,13534292.0,1163293746.0,284978597.0,12,2020,Q4,124274.6791,0.0
0061K00000cPwpK,2021Q1,2021-04-01,Closed Lost,New Business,124274.6791,5/13/2019,3/9/2021,Privacy Monitoring,Meditech,Short Term Acute Care Hospital,6/30/2023,PA,16001.0,5.0,273.0,583.0,,13534292.0,1163293746.0,284978597.0,3,2021,Q1,124274.6791,0.0
0061K00000chhPZ,2020Q3,2020-10-01,Closed Won,New Business,139759.9949,3/26/2019,9/30/2020,Privacy Monitoring,Epic,Health System,,MI,48912.0,6.0,575.0,1550.0,7600.0,35101721.0,4250111356.0,1201182470.0,9,2020,Q3,,
0061K00000chmRo,2020Q3,2020-10-01,Stage 4 - Verbal / VOC,New Business,1369872.0,3/27/2019,2/4/2021,Privacy Monitoring,Epic,Health System,,IL,60606.0,158.0,19495.0,29401.0,124923.0,3415828273.0,132000000000.0,29075511531.0,9,2020,Q3,,
0061K00000chmRo,2020Q4,2021-01-01,Stage 4 - Verbal / VOC,New Business,1369872.0,3/27/2019,6/1/2021,Privacy Monitoring,Epic,Health System,,IL,60606.0,158.0,19495.0,29401.0,124923.0,3415828273.0,132000000000.0,29075511531.0,12,2020,Q4,1369872.0,0.0
0061K00000chmRo,2021Q1,2021-04-01,Stage 4 - Verbal / VOC,New Business,1369872.0,3/27/2019,6/1/2021,Privacy Monitoring,Epic,Health System,,IL,60606.0,158.0,19495.0,29401.0,124923.0,3415828273.0,132000000000.0,29075511531.0,3,2021,Q1,1369872.0,0.0
0061K00000chmRo,2021Q2,2021-07-01,Stage 5 - Contracting,New Business,1082641.099,3/27/2019,7/29/2021,Privacy Monitoring,Epic,Health System,,IL,60606.0,158.0,19495.0,29401.0,124923.0,3415828273.0,132000000000.0,29075511531.0,6,2021,Q2,1369872.0,-287230.90100000007
0061K00000chmRo,2021Q3,2021-10-01,Stage 5 - Contracting,New Business,1082641.099,3/27/2019,9/11/2022,Privacy Monitoring,Epic,Health System,,IL,60606.0,158.0,19495.0,29401.0,124923.0,3415828273.0,132000000000.0,29075511531.0,9,2021,Q3,1082641.099,0.0
0061K00000chmRo,2021Q4,2022-01-01,Stage 5 - Contracting,New Business,1082641.099,3/27/2019,9/11/2022,Privacy Monitoring,Epic,Health System,,IL,60606.0,158.0,19495.0,29401.0,124923.0,3415828273.0,132000000000.0,29075511531.0,12,2021,Q4,1082641.099,0.0
0061K00000chmRo,2022Q1,2022-04-01,Stage 5 - Contracting,New Business,1082641.099,3/27/2019,9/11/2022,Privacy Monitoring,Epic,Health System,,IL,60606.0,158.0,19495.0,29401.0,124923.0,3415828273.0,132000000000.0,29075511531.0,3,2022,Q1,1082641.099,0.0
0061K00000chmRo,2022Q2,2022-07-01,Closed Lost,New Business,1082641.099,3/27/2019,6/7/2022,Privacy Monitoring,Epic,Health System,,IL,60606.0,158.0,19495.0,29401.0,124923.0,3415828273.0,132000000000.0,29075511531.0,6,2022,Q2,1082641.099,0.0
0061K00000ciCQ3,2020Q4,2021-01-01,Stage 1 - Evaluating,New Business,90020.16,4/1/2019,6/30/2021,Diversion Monitoring,Other,Health System,,WV,26505.0,5.0,269.0,457.0,,15167696.0,1142115383.0,411975183.0,12,2020,Q4,,
0061K00000ciCQ3,2021Q1,2021-04-01,Stage 1 - Evaluating,New Business,90020.16,4/1/2019,12/31/2021,Diversion Monitoring,Other,Health System,,WV,26505.0,5.0,269.0,457.0,,15167696.0,1142115383.0,411975183.0,3,2021,Q1,90020.16,0.0
0061K00000ciCQ3,2021Q2,2021-05-01,Closed Lost,New Business,90020.16,4/1/2019,4/27/2021,Diversion Monitoring,Other,Health System,,WV,26505.0,5.0,269.0,457.0,,15167696.0,1142115383.0,411975183.0,4,2021,Q2,90020.16,0.0
0061K00000ciJCA,2020Q3,2020-10-01,Stage 2 - Scoping,New Business,149321.8373,4/2/2019,6/30/2021,Privacy Monitoring,Epic,Health System,,MA,2190.0,1.0,374.0,893.0,,14943804.0,1362816476.0,711553992.0,9,2020,Q3,,
0061K00000ciJCA,2020Q4,2021-01-01,Stage 2 - Scoping,New Business,149321.8373,4/2/2019,12/31/2021,Privacy Monitoring,Epic,Health System,,MA,2190.0,1.0,374.0,893.0,,14943804.0,1362816476.0,711553992.0,12,2020,Q4,149321.8373,0.0
0061K00000ciJCA,2021Q1,2021-04-01,Stage 2 - Scoping,New Business,149321.8373,4/2/2019,12/31/2021,Privacy Monitoring,Epic,Health System,,MA,2190.0,1.0,374.0,893.0,,14943804.0,1362816476.0,711553992.0,3,2021,Q1,149321.8373,0.0
0061K00000ciJCA,2021Q2,2021-07-01,Stage 2 - Scoping,New Business,149321.8373,4/2/2019,12/31/2021,Privacy Monitoring,Epic,Health System,,MA,2190.0,1.0,374.0,893.0,,14943804.0,1362816476.0,711553992.0,6,2021,Q2,149321.8373,0.0
0061K00000ciJCA,2021Q4,2022-01-01,Stage 1 - Evaluating,New Business,149321.8373,4/2/2019,11/30/2022,Privacy Monitoring,Epic,Health System,,MA,2190.0,1.0,374.0,893.0,,14943804.0,1362816476.0,711553992.0,12,2021,Q4,149321.8373,0.0
0061K00000ciJCA,2022Q1,2022-04-01,Stage 1 - Evaluating,New Business,149321.8373,4/2/2019,11/30/2022,Privacy Monitoring,Epic,Health System,,MA,2190.0,1.0,374.0,893.0,,14943804.0,1362816476.0,711553992.0,3,2022,Q1,149321.8373,0.0
0061K00000ciJCA,2022Q2,2022-07-01,Closed Lost,New Business,149321.8373,4/2/2019,6/28/2022,Privacy Monitoring,Epic,Health System,,MA,2190.0,1.0,374.0,893.0,,14943804.0,1362816476.0,711553992.0,6,2022,Q2,149321.8373,0.0
0061K00000ciNDp,2020Q3,2020-08-01,Closed Lost,New Business,114412.2259,4/3/2019,7/30/2020,Diversion Monitoring,Cerner,Short Term Acute Care Hospital,9/30/2023,FL,33458.0,,242.0,710.0,,19709577.0,1641900637.0,333214561.0,7,2020,Q3,,
0061K00000ciOuV,2020Q3,2020-10-01,Stage 3 - Pricing,New Business,274361.7965,4/3/2019,12/13/2021,Diversion Monitoring,Epic,Health System,,LA,70163.0,10.0,1799.0,3305.0,6257.0,67386985.0,13757049518.0,2764537851.0,9,2020,Q3,,
0061K00000ciOuV,2020Q4,2021-01-01,Stage 3 - Pricing,New Business,274361.7965,4/3/2019,12/13/2022,Diversion Monitoring,Epic,Health System,,LA,70163.0,10.0,1799.0,3305.0,6257.0,67386985.0,13757049518.0,2764537851.0,12,2020,Q4,274361.7965,0.0
